,marital,age,balance,duration,GroundTruth,GroundTruth_DB,FairDen,FairSC_normalized,FairSC
11041,2,36,398,77,0,0,0,1,1
5053,2,32,4665,860,1,0,1,0,1
18450,1,41,0,83,0,0,0,1,1
17768,2,47,8106,340,0,0,1,0,1
5898,0,34,-566,248,0,0,0,1,1
40422,1,45,6945,131,0,0,1,0,1
30102,1,27,73,140,0,0,0,1,0
42168,2,43,11891,821,1,0,1,0,1
29425,1,36,13,150,0,0,0,1,0
19255,1,58,13189,181,0,0,1,0,1
42662,1,42,1536,132,0,0,0,0,1
26947,2,30,395,429,0,0,0,0,1
18752,1,38,14190,48,0,0,1,0,1
14622,2,27,1928,513,0,0,1,0,1
3464,1,46,676,106,0,0,0,0,1
16753,1,46,-71,258,0,0,0,0,1
36874,1,33,1195,355,0,0,0,1,1
26403,1,52,105,96,0,0,0,0,1
23676,0,60,-50,433,0,0,0,0,1
41887,1,37,238,149,1,0,0,1,0
34968,1,54,3185,187,0,0,1,0,1
38617,2,34,464,173,0,0,0,1,1
3512,1,45,520,714,0,0,1,0,1
39775,1,50,268,74,0,0,0,0,1
7538,2,36,7606,917,1,0,1,0,1
37223,0,60,0,65,0,0,0,0,1
12197,1,40,238,6,0,0,0,1,1
44188,0,56,2037,318,1,0,1,0,1
1559,0,43,177,209,0,0,0,1,1
15094,1,42,4,795,1,0,1,0,1
11019,2,38,1610,76,0,0,0,0,1
9636,1,45,4639,82,0,0,0,0,1
40957,1,51,1797,168,0,0,0,0,1
14137,2,49,-195,64,0,0,0,0,1
25260,0,50,2910,364,0,0,1,0,1
1632,1,31,3007,283,0,0,0,1,1
17991,1,42,-406,152,0,0,0,1,1
41997,1,51,346,134,1,0,0,0,1
42284,2,32,131,322,1,0,0,0,1
15115,2,45,71,479,0,0,0,0,1
27538,1,51,2937,30,0,0,0,0,1
43065,1,28,897,395,0,0,0,1,0
20560,1,52,1579,158,0,0,0,0,1
13267,1,58,913,326,0,0,0,0,1
29931,1,38,1029,206,0,0,0,1,1
30599,2,35,2158,288,0,0,0,0,1
21571,1,58,3228,58,0,0,0,0,1
10841,1,38,250,72,0,0,0,1,0
21293,0,42,1064,101,0,0,0,1,1
37398,1,49,-454,558,1,0,1,0,1
30075,0,33,596,308,0,0,0,0,1
28669,2,33,22,76,0,0,0,1,1
32246,1,53,3703,104,0,0,0,0,1
11748,1,35,347,231,0,0,0,1,0
35341,0,32,-277,196,0,0,0,1,1
5235,1,31,360,395,0,0,0,1,0
33262,0,54,309,241,1,0,0,0,1
868,1,52,273,227,0,0,0,0,1
44255,1,62,272,146,1,0,0,0,1
8163,1,31,0,147,0,0,0,1,0
26846,1,35,0,240,0,0,0,1,0
20377,2,48,5904,127,0,0,1,0,1
24257,1,54,14107,98,0,0,1,0,1
7147,1,44,77,23,0,0,0,0,1
28841,2,28,53,67,0,0,0,1,1
10289,0,55,215,202,0,0,0,0,1
43735,1,57,1350,131,0,0,0,0,1
13303,1,59,1726,137,0,0,0,0,1
15034,1,42,5639,430,0,0,1,0,1
41505,2,33,1781,611,1,0,1,0,1
26421,1,32,726,188,0,0,0,1,0
11963,1,33,0,27,0,0,0,1,0
4890,2,32,930,122,0,0,0,1,1
18631,2,25,-7,30,0,0,0,1,1
6641,1,46,317,125,0,0,0,0,1
8200,1,30,173,184,0,0,0,1,0
34415,1,41,992,335,0,0,0,0,1
21099,1,42,0,277,0,0,0,0,1
10902,0,38,2641,67,0,0,0,0,1
18386,1,31,-82,543,0,0,0,1,1
1726,1,46,-3,92,0,0,0,0,1
40778,2,36,994,185,0,0,0,0,1
29580,1,41,2423,101,0,0,0,0,1
44070,1,29,135,225,0,0,0,1,0
32853,1,56,1686,100,0,0,0,0,1
23484,1,34,0,183,0,0,0,1,0
22532,1,38,441,82,0,0,0,1,0
2303,2,25,1,24,0,0,0,1,1
32160,1,36,753,76,0,0,0,1,0
27415,1,50,36221,13,0,-1,1,0,1
26048,1,31,347,21,0,0,0,1,0
6270,1,46,258,217,0,0,0,0,1
17499,1,55,408,314,0,0,0,0,1
28779,1,53,660,210,0,0,0,0,1
32714,2,30,3392,194,0,0,0,0,1
11685,1,56,337,99,0,0,0,0,1
2900,1,54,918,189,0,0,0,0,1
33120,1,54,303,240,0,0,0,0,1
36266,0,56,279,288,0,0,0,0,1
9529,0,45,0,422,0,0,0,0,1
19654,2,32,474,90,0,0,0,1,1
17896,0,37,43,65,0,0,0,1,1
35416,1,37,140,490,0,0,0,0,1
6598,0,31,82,254,0,0,0,1,1
1095,0,59,873,152,0,0,0,0,1
34940,1,57,2911,276,0,0,1,0,1
35893,1,33,7,32,0,0,0,1,0
44243,2,30,2325,263,1,0,0,0,1
8834,2,43,433,45,0,0,0,0,1
33665,1,60,2301,118,0,0,0,0,1
16351,1,52,638,213,0,0,0,0,1
37783,2,35,-133,546,0,0,0,0,1
40978,1,60,106,216,1,0,0,0,1
7010,1,28,22171,85,0,0,1,0,1
10461,1,58,3628,109,0,0,0,0,1
22021,2,33,1805,211,0,0,0,0,1
7128,2,40,75,203,0,0,0,0,1
176,1,48,41,179,0,0,0,0,1
38628,2,32,347,213,0,0,0,1,1
12178,1,41,1309,28,0,0,0,1,1
35573,1,43,177,120,0,0,0,0,1
8060,1,33,847,127,0,0,0,1,0
43053,1,38,76,261,1,0,0,1,1
37117,2,29,0,77,0,0,0,1,1
29900,2,47,7351,1060,0,0,1,0,1
10845,1,46,5559,483,0,0,1,0,1
21564,2,31,0,155,0,0,0,1,1
38153,1,58,260,71,0,0,0,0,1
30098,0,29,302,116,0,0,0,1,1
31630,1,34,11,233,0,0,0,1,0
44941,2,34,1475,1166,0,0,1,0,1
32761,2,38,4082,322,0,0,1,0,1
14455,1,47,3659,364,0,0,1,0,1
22329,1,30,0,78,0,0,0,1,0
16755,1,25,30,254,0,0,0,1,0
21366,2,35,0,276,0,0,0,0,1
42408,0,70,482,372,1,0,1,0,1
18797,1,31,6699,436,0,0,1,0,1
29318,2,29,307,216,0,0,0,1,1
770,1,50,156,117,0,0,0,0,1
776,1,45,103,35,0,0,0,0,1
1225,1,51,226,418,0,0,0,0,1
36799,1,47,1112,129,0,0,0,0,1
3656,1,52,779,30,0,0,0,0,1
71,1,31,25,172,0,0,0,1,0
30581,0,49,-268,42,0,0,0,0,1
31675,2,31,1088,575,1,0,0,0,1
29432,1,36,254,303,1,0,0,1,0
30490,1,31,23,384,0,0,0,1,0
24336,2,54,380,696,1,0,1,0,1
30388,2,32,0,550,1,0,0,0,1
13536,0,39,-388,205,0,0,0,1,1
39910,1,40,1819,398,0,0,0,0,1
30155,2,26,598,401,0,0,0,0,1
11030,1,38,197,979,0,0,1,0,1
36304,1,53,70,11,0,0,0,0,1
29477,2,32,520,443,1,0,0,0,1
6750,1,47,970,742,0,0,1,0,1
8292,1,35,456,100,0,0,0,1,0
11359,1,54,4112,86,0,0,0,0,1
14464,2,29,184,46,0,0,0,1,1
17936,0,51,837,41,0,0,0,0,1
12230,1,42,-1613,9,0,0,1,1,1
35907,2,30,948,150,0,0,0,1,1
40338,1,69,154,144,0,0,1,0,1
6253,1,33,-241,169,0,0,0,1,0
40748,1,77,610,766,0,0,1,0,1
41378,0,71,4380,369,1,0,1,0,1
2027,1,42,333,190,0,0,0,0,1
35128,0,54,0,199,0,0,0,0,1
32020,2,37,876,140,0,0,0,0,1
25313,1,47,79,136,0,0,0,0,1
1540,1,50,749,297,0,0,0,0,1
4421,1,54,4482,97,0,0,0,0,1
4017,1,31,246,230,0,0,0,1,0
24795,0,33,661,411,0,0,0,0,1
27835,2,33,726,219,0,0,0,0,1
39918,1,59,0,493,1,0,0,0,1
32035,2,32,760,445,0,0,0,0,1
35768,1,35,387,1024,1,0,1,0,1
10625,0,55,29,500,0,0,1,0,1
8519,1,32,277,231,0,0,0,1,0
7301,1,41,943,242,0,0,0,0,1
7226,0,48,-625,125,0,0,0,0,1
44591,2,45,375,10,0,0,0,0,1
13337,1,28,-469,244,0,0,0,1,0
5721,2,40,19343,168,0,0,1,0,1
9282,1,57,0,58,0,0,0,0,1
13095,2,25,0,634,1,0,0,0,1
12440,1,35,251,128,0,0,0,1,0
31859,1,33,0,535,1,0,0,0,1
32195,2,32,519,317,0,0,0,0,1
7173,1,32,118,358,0,0,0,1,0
3334,2,49,2623,291,0,0,1,0,1
40550,0,44,0,71,0,0,0,1,1
12972,2,27,1117,416,0,0,0,0,1
29566,1,59,5956,541,0,0,1,0,1
7667,1,38,175,264,0,0,0,1,1
31971,1,33,855,110,1,0,0,1,0
27515,1,47,333,8,0,0,0,0,1
29356,2,32,2360,152,1,0,0,0,1
29067,2,53,-167,289,0,0,0,0,1
5578,1,32,38,368,0,0,0,1,0
10979,2,44,99,187,0,0,0,0,1
11240,1,59,337,100,0,0,0,0,1
16825,0,56,55,154,0,0,0,0,1
3016,1,34,683,245,0,0,0,1,0
37432,2,38,744,283,0,0,0,0,1
43315,1,76,4984,403,1,0,1,0,1
30296,2,47,178,17,0,0,0,0,1
2669,0,53,2477,175,0,0,0,0,1
3894,1,33,64,239,0,0,0,1,0
1507,1,32,491,223,0,0,0,1,0
35055,2,33,544,155,0,0,0,1,1
31707,1,55,2038,394,1,0,1,0,1
43798,0,52,3,28,0,0,0,0,1
30949,0,64,315,154,1,0,0,0,1
6159,2,37,57,142,0,0,0,0,1
30405,2,53,80,230,0,0,0,0,1
35869,2,44,985,9,0,0,0,0,1
19311,1,57,0,83,0,0,0,0,1
16958,0,37,652,177,0,0,0,1,1
40424,0,37,0,99,0,0,0,1,1
30379,0,44,0,1960,1,0,1,0,1
31705,1,53,1090,207,0,0,0,0,1
36047,1,42,613,432,0,0,0,0,1
20297,0,56,476,67,0,0,0,0,1
209,1,42,56,215,0,0,0,0,1
39380,1,59,1831,245,0,0,0,0,1
37360,1,43,1437,94,0,0,0,0,1
30501,0,36,510,258,0,0,0,0,1
37759,2,27,218,1462,0,0,1,0,1
32903,2,35,329,19,0,0,0,1,1
10655,1,44,0,78,0,0,0,0,1
17995,1,38,0,172,0,0,0,1,0
22214,1,40,318,196,0,0,0,1,1
26811,2,33,7108,255,0,0,1,0,1
44704,1,48,368,363,1,0,0,0,1
10470,1,37,1610,140,0,0,0,1,1
2093,1,31,286,177,0,0,0,1,0
28637,2,31,315,130,0,0,0,1,1
13485,1,35,2682,156,0,0,0,1,1
7486,2,56,3499,248,0,0,1,0,1
15739,0,31,1890,588,0,0,1,0,1
20682,1,41,216,152,0,0,0,1,1
36106,2,32,-84,426,0,0,0,0,1
16573,0,45,138,279,0,0,0,0,1
492,1,55,5345,278,0,0,1,0,1
39396,2,30,166,136,0,0,0,1,1
28030,1,36,498,151,0,0,0,1,0
17203,1,29,246,194,0,0,0,1,0
21735,1,48,8,43,0,0,0,0,1
24369,1,52,3440,124,0,0,0,0,1
33034,0,43,266,79,0,0,0,1,1
11493,1,56,411,145,0,0,0,0,1
20901,1,36,930,175,0,0,0,1,0
12535,1,34,46,412,0,0,0,1,1
37495,1,55,366,161,0,0,0,0,1
16114,0,54,-369,246,0,0,0,0,1
15322,1,45,373,274,0,0,0,0,1
38662,2,26,251,12,0,0,0,1,1
34240,1,46,-582,245,0,0,0,0,1
3027,2,29,1952,354,0,0,1,0,1
25434,1,40,961,589,0,0,1,0,1
21100,1,50,1138,219,0,0,0,0,1
26286,1,47,-744,1256,0,0,1,0,1
2258,1,34,247,1727,0,0,1,0,1
25765,0,48,57,134,0,0,0,0,1
20143,2,31,448,135,0,0,0,1,1
27910,1,49,-507,148,0,0,0,0,1
2246,1,38,762,163,0,0,0,1,0
26810,1,58,925,65,0,0,0,0,1
21469,1,48,-95,134,0,0,0,0,1
42192,1,81,93,164,0,0,1,0,1
10462,2,36,1521,243,0,0,0,0,1
42967,1,33,1390,77,0,0,0,1,0
2949,1,57,1180,191,0,0,0,0,1
44808,2,29,1925,150,1,0,0,0,1
17408,2,26,18,579,0,0,0,0,1
33779,1,45,706,78,0,0,0,0,1
24278,1,52,0,125,0,0,0,0,1
42434,1,38,282,360,0,0,0,1,1
14367,1,50,156,1130,1,0,1,0,1
22760,1,42,827,153,0,0,0,0,1
41058,0,86,0,189,1,0,1,0,1
20486,2,31,86,150,0,0,0,1,1
18775,0,39,-328,16,0,0,0,1,1
21752,0,45,839,121,0,0,0,0,1
31960,0,53,8112,75,0,0,1,0,1
34924,1,43,289,284,0,0,0,0,1
25363,1,42,412,142,0,0,0,1,1
5836,0,49,-236,204,0,0,0,0,1
37104,0,43,229,163,0,0,0,1,1
37879,0,30,317,165,0,0,0,1,1
5910,1,35,437,240,0,0,0,1,0
37701,2,29,1331,246,0,0,0,0,1
40504,2,23,0,217,1,0,0,1,1
4352,1,31,352,97,0,0,0,1,0
34541,2,32,127,195,0,0,0,1,1
5901,1,33,-167,121,0,0,0,1,0
33122,2,32,1454,190,0,0,0,0,1
16813,1,55,149,41,0,0,0,0,1
7244,0,49,266,162,0,0,0,0,1
18827,1,49,3410,130,0,0,0,0,1
17647,1,46,0,100,0,0,0,0,1
2235,1,39,504,495,0,0,0,0,1
15838,0,49,-403,482,0,0,0,0,1
33652,1,44,167,96,0,0,0,0,1
4431,1,36,733,335,0,0,0,1,1
15650,2,38,-145,54,0,0,0,0,1
35912,1,32,367,214,0,0,0,1,0
399,1,47,206,152,0,0,0,0,1
12938,1,49,96,51,0,0,0,0,1
40706,1,36,2474,107,0,0,0,1,1
7583,1,50,1093,319,0,0,0,0,1
12331,1,28,196,176,0,0,0,1,0
6079,1,51,51,121,0,0,0,0,1
14921,1,55,-480,538,0,0,1,0,1
8284,1,42,4,229,0,0,0,0,1
32678,1,35,193,402,0,0,0,1,1
23391,1,34,456,137,0,0,0,1,0
3598,1,37,1,395,0,0,0,1,1
30567,1,57,3030,142,0,0,0,0,1
30689,1,33,79,390,0,0,0,1,0
9922,2,47,3644,83,0,0,0,0,1
29721,1,39,33,211,0,0,0,1,1
30792,1,45,4365,45,0,0,1,0,1
38118,2,33,450,148,0,0,0,1,1
29965,1,47,556,147,0,0,0,0,1
25756,1,39,622,145,0,0,0,1,1
13795,1,35,-428,147,0,0,0,1,0
17299,1,34,0,1025,0,0,1,0,1
8482,2,23,1311,100,0,0,0,1,1
43537,1,39,613,211,0,0,0,1,1
7640,0,54,814,95,0,0,0,0,1
4891,2,23,9,544,0,0,0,0,1
14546,1,56,105,80,0,0,0,0,1
27972,2,29,67,330,0,0,0,0,1
16379,1,43,62,212,0,0,0,0,1
27139,0,36,210,62,0,0,0,1,1
20743,1,42,0,325,0,0,0,0,1
28760,1,66,1929,169,0,0,1,0,1
3883,1,28,103,461,0,0,0,1,0
39268,1,34,724,305,0,0,0,1,0
40378,2,29,308,313,0,0,0,0,1
8082,2,31,4415,329,0,0,1,0,1
15406,0,49,169,141,0,0,0,0,1
11763,1,44,179,75,0,0,0,0,1
27810,2,35,4213,203,0,0,1,0,1
44057,1,55,1320,340,1,0,0,0,1
17701,1,59,0,376,0,0,0,0,1
38753,1,34,121,57,0,0,0,1,0
32671,1,42,314,727,0,0,0,0,1
31651,2,33,318,1190,1,0,1,0,1
3532,1,51,701,1051,0,0,1,0,1
12082,1,42,2980,101,0,0,0,0,1
38917,2,26,-93,599,0,0,0,0,1
29046,2,31,1625,158,0,0,0,0,1
15535,1,49,375,110,0,0,0,0,1
3351,1,60,2667,140,0,0,0,0,1
18844,1,46,0,343,0,0,0,0,1
38342,1,36,249,709,1,0,0,0,1
34363,2,25,1833,323,0,0,1,0,1
39560,2,31,3652,285,0,0,0,0,1
42542,1,66,1948,216,1,0,1,0,1
16835,2,27,372,728,1,0,0,0,1
43219,1,44,2557,250,1,0,0,0,1
15196,0,31,294,536,1,0,0,0,1
40420,2,37,1291,150,1,0,0,0,1
34484,1,30,6,279,0,0,0,1,0
10371,1,44,0,72,0,0,0,0,1
44886,0,60,683,507,0,0,1,0,1
6726,1,28,115,78,0,0,0,1,0
21896,1,53,988,1408,1,0,1,0,1
7504,1,44,-431,52,0,0,0,0,1
40880,2,26,948,125,0,0,0,1,1
42660,2,36,994,195,1,0,0,0,1
21773,1,39,51,140,0,0,0,1,1
41526,0,55,538,306,0,0,0,0,1
2282,2,34,1504,395,0,0,0,0,1
32621,1,37,209,100,0,0,0,1,0
14159,1,59,3812,498,0,0,1,0,1
26408,1,38,5506,74,0,0,0,0,1
35697,1,46,0,264,0,0,0,0,1
27969,1,55,1161,134,0,0,0,0,1
7263,2,36,235,141,0,0,0,0,1
16038,1,32,423,212,0,0,0,1,0
36998,1,40,1023,64,0,0,0,1,1
22121,2,35,75,122,0,0,0,1,1
39456,1,43,1188,140,0,0,0,0,1
25913,2,39,633,105,0,0,0,0,1
9638,2,28,596,151,0,0,0,1,1
28121,1,53,1405,140,0,0,0,0,1
30651,2,32,4,35,0,0,0,1,1
23533,1,34,0,12,0,0,0,1,0
18217,1,45,726,175,0,0,0,0,1
22721,1,33,0,296,0,0,0,1,0
12091,2,38,455,36,0,0,0,0,1
35761,1,34,116,413,0,0,0,1,1
35992,1,32,314,18,0,0,0,1,0
31507,1,65,3713,43,0,0,1,0,1
33123,2,40,2360,15,0,0,0,0,1
35287,1,38,546,437,0,0,0,0,1
29141,2,32,613,88,0,0,0,1,1
20030,2,38,399,367,0,0,0,0,1
39922,2,34,215,329,0,0,0,0,1
36718,1,60,193,89,0,0,0,0,1
32480,1,55,2990,83,0,0,0,0,1
39005,2,26,-32,486,0,0,0,0,1
37007,1,32,309,185,0,0,0,1,0
38896,1,30,-5,518,0,0,0,1,1
29183,2,28,-328,318,0,0,0,0,1
12319,0,43,2279,344,0,0,0,0,1
11743,2,42,61,115,0,0,0,0,1
2475,2,35,2144,188,0,0,0,0,1
37243,0,41,654,139,0,0,0,1,1
14963,1,49,1672,128,0,0,0,0,1
26784,1,40,87,116,0,0,0,1,1
28673,0,32,130,194,0,0,0,1,1
3886,1,44,1485,428,0,0,0,0,1
40333,1,40,1700,359,0,0,0,0,1
12131,0,39,32,8,0,0,0,1,1
41627,2,45,0,283,0,0,0,0,1
44766,1,47,1387,158,0,0,0,0,1
10840,1,38,6091,189,0,0,1,0,1
29909,1,36,1023,184,0,0,0,1,0
15659,0,44,2422,141,0,0,0,0,1
34120,2,30,572,220,0,0,0,1,1
31863,1,82,2140,118,0,0,1,0,1
44407,2,25,2975,799,1,0,1,0,1
16593,1,34,2656,302,0,0,0,1,1
40161,1,80,3669,166,0,0,1,0,1
2202,2,40,838,619,0,0,0,0,1
9783,1,54,153,99,0,0,0,0,1
29080,2,26,5569,236,0,0,1,0,1
29688,2,58,1640,72,0,0,0,0,1
40065,2,28,520,29,0,0,0,1,1
14718,1,44,764,97,0,0,0,0,1
11080,1,49,434,272,0,0,0,0,1
39244,2,26,5169,397,1,0,1,0,1
5671,1,56,-85,118,0,0,0,0,1
12572,1,34,0,746,0,0,0,0,1
17570,2,30,1161,109,0,0,0,1,1
21312,1,35,0,65,0,0,0,1,0
5087,2,46,-867,222,0,0,0,0,1
44215,2,32,0,101,0,0,0,1,1
20781,1,33,728,275,0,0,0,1,0
38791,2,52,872,82,0,0,0,0,1
44666,1,31,439,5,0,0,0,1,0
31646,1,60,2000,58,0,0,0,0,1
19589,2,36,333,44,0,0,0,1,1
13327,1,44,5068,256,0,0,1,0,1
37516,1,43,38,273,0,0,0,0,1
19840,2,38,1788,391,0,0,0,0,1
14429,2,58,409,643,0,0,1,0,1
44259,1,65,2331,425,1,0,1,0,1
17348,1,49,1468,88,0,0,0,0,1
36576,1,51,1164,100,0,0,0,0,1
42637,2,30,4,443,0,0,0,0,1
40132,2,27,147,111,0,0,0,1,1
11330,1,58,2387,55,0,0,0,0,1
36677,1,41,5560,280,0,0,1,0,1
27145,1,32,1397,224,0,0,0,1,0
43977,2,44,1090,204,1,0,0,0,1
26434,1,38,1327,277,0,0,0,1,1
5912,1,42,-921,115,0,0,0,1,1
2707,0,35,300,945,1,0,1,0,1
35397,1,50,26,245,0,0,0,0,1
17222,0,49,0,412,1,0,0,0,1
37029,0,39,-427,8,0,0,0,1,1
13918,2,28,339,353,0,0,0,0,1
17133,0,58,-147,95,0,0,0,0,1
7543,1,33,-338,91,0,0,0,1,0
10522,2,45,1678,133,0,0,0,0,1
9278,2,46,1790,214,0,0,0,0,1
19230,1,57,29,122,0,0,0,0,1
19640,1,56,1956,126,0,0,0,0,1
9739,1,42,0,108,0,0,0,1,1
40499,1,57,905,121,0,0,0,0,1
4776,1,33,1349,120,0,0,0,1,0
2263,2,33,4128,456,0,0,1,0,1
6996,1,35,51,593,0,0,0,0,1
19544,2,32,-23,152,0,0,0,1,1
23619,1,40,88,214,0,0,0,1,1
41203,2,31,882,293,1,0,0,0,1
43408,1,62,1456,522,0,0,1,0,1
37289,2,27,205,204,0,0,0,1,1
20891,1,40,8902,464,0,0,1,0,1
42969,2,25,509,418,1,0,0,0,1
6845,1,30,-518,244,0,0,0,1,0
4474,1,32,328,132,0,0,0,1,0
11094,1,28,-493,126,0,0,0,1,0
19411,1,43,11754,352,0,0,1,0,1
36098,1,44,976,164,0,0,0,0,1
27921,1,53,811,405,0,0,0,0,1
34364,2,30,6392,335,0,0,1,0,1
3152,0,49,380,349,0,0,0,0,1
43838,2,29,1808,273,1,0,0,0,1
28405,1,26,145,309,0,0,0,1,0
31249,1,36,565,300,1,0,0,1,0
4106,2,26,75,351,0,0,0,0,1
35249,2,24,1371,166,0,0,0,1,1
43337,1,47,707,152,0,0,0,0,1
35,0,57,63,242,0,0,0,0,1
24830,1,44,318,638,0,0,0,0,1
27621,2,40,2017,105,0,0,0,0,1
17343,1,58,94,207,0,0,0,0,1
15713,1,33,70,333,0,0,0,1,0
43154,2,19,394,327,1,0,1,1,1
32823,1,32,30,245,0,0,0,1,0
43437,2,32,1026,289,1,0,0,0,1
19190,2,30,4749,220,0,0,1,0,1
24674,1,34,65,544,0,0,0,0,1
13595,1,36,6404,304,0,0,1,0,1
17805,1,56,1032,225,0,0,0,0,1
40267,1,37,981,682,1,0,1,0,1
11553,2,36,1923,219,0,0,0,0,1
39408,2,26,39,396,1,0,0,0,1
4244,1,40,3,151,0,0,0,1,1
13330,1,34,567,241,0,0,0,1,0
29832,1,33,-241,117,0,0,0,1,0
34836,1,47,2303,323,0,0,1,0,1
1434,2,30,648,287,0,0,0,0,1
17335,1,54,551,431,0,0,0,0,1
41944,1,47,3940,171,0,0,0,0,1
8450,1,44,3813,771,0,0,1,0,1
9998,1,40,-63,248,0,0,0,1,1
33702,1,52,193,381,1,0,0,0,1
41198,1,69,148,101,0,0,1,0,1
29187,1,51,615,1110,0,0,1,0,1
19267,1,41,501,150,0,0,0,1,1
5444,1,27,-393,235,0,0,0,1,0
31266,2,19,134,271,1,0,1,1,1
23800,0,33,22,71,0,0,0,1,1
44575,0,46,624,336,1,0,0,0,1
28469,1,38,358,151,0,0,0,1,0
37066,2,35,450,63,0,0,0,1,1
42730,0,48,201,406,1,0,0,0,1
13239,0,59,439,136,0,0,0,0,1
15113,1,34,9,655,0,0,0,0,1
18144,1,45,81,61,0,0,0,0,1
32728,2,31,0,815,0,0,0,0,1
38785,1,58,1859,277,0,0,0,0,1
36582,1,40,0,223,0,0,0,1,1
20319,0,46,0,249,0,0,0,0,1
24802,1,36,1345,82,0,0,0,1,0
12177,2,44,1239,39,0,0,0,0,1
8298,0,40,2418,181,0,0,0,0,1
14887,1,35,387,254,0,0,0,1,0
493,0,30,-209,188,0,0,0,1,1
14035,1,27,941,124,0,0,0,1,0
5551,1,32,882,569,0,0,0,0,1
24365,1,58,16264,215,0,0,1,0,1
33962,1,36,2957,193,0,0,0,1,1
41702,2,41,431,133,1,0,0,0,1
24070,2,33,206,168,0,0,0,1,1
10867,1,55,11,150,0,0,0,0,1
34394,1,30,253,235,0,0,0,1,0
40104,2,24,987,208,0,0,0,1,1
26448,1,44,7876,212,0,0,1,0,1
16005,1,55,255,114,0,0,0,0,1
22772,0,39,355,313,0,0,0,0,1
4903,2,28,-70,244,0,0,0,1,1
15253,2,34,21,74,0,0,0,1,1
29384,1,34,427,192,0,0,0,1,0
43886,1,55,1157,289,0,0,0,0,1
39041,1,47,49,250,0,0,0,0,1
41597,1,62,1528,134,1,0,0,0,1
13033,1,60,75,183,0,0,0,0,1
3806,2,29,105,326,0,0,0,0,1
35576,2,29,156,111,0,0,0,1,1
7708,1,41,4539,298,0,0,1,0,1
35177,1,28,922,226,0,0,0,1,0
8257,1,29,1492,267,0,0,0,1,0
28495,2,26,249,235,0,0,0,1,1
34298,1,52,576,139,0,0,0,0,1
22678,1,30,604,132,0,0,0,1,0
36161,1,42,-204,34,0,0,0,1,1
23526,1,37,729,156,0,0,0,1,0
5132,1,31,589,151,0,0,0,1,0
43556,1,37,1967,774,0,0,1,0,1
40935,0,59,1,335,1,0,0,0,1
34935,1,29,0,667,1,0,0,0,1
2090,2,35,243,102,0,0,0,1,1
33762,0,37,153,221,0,0,0,1,1
10717,1,39,240,17,0,0,0,1,1
2332,2,31,296,161,0,0,0,1,1
32662,1,33,582,256,0,0,0,1,0
26399,1,32,10142,249,0,0,1,0,1
24842,1,58,1021,205,0,0,0,0,1
39822,1,46,15,218,0,0,0,0,1
7861,2,26,1004,228,1,0,0,1,1
29283,2,25,582,438,0,0,0,0,1
42480,1,40,1108,228,0,0,0,1,1
42030,2,18,608,210,1,0,1,1,1
44727,1,29,535,185,0,0,0,1,0
37867,2,32,78,72,0,0,0,1,1
10633,1,37,306,73,0,0,0,1,0
40581,1,31,199,127,0,0,0,1,0
4555,1,59,14,355,0,0,0,0,1
1385,1,40,-29,406,0,0,0,0,1
19273,1,33,849,89,0,0,0,1,0
5061,2,33,313,291,0,0,0,0,1
6915,2,27,242,83,0,0,0,1,1
12762,1,57,1143,69,0,0,0,0,1
32097,1,33,322,77,0,0,0,1,0
29317,1,43,128,71,0,0,0,0,1
452,0,46,2,187,0,0,0,1,1
8252,1,42,342,156,0,0,0,1,1
39824,2,30,596,125,0,0,0,1,1
38504,1,42,-378,11,0,0,0,1,1
10295,1,41,4283,112,0,0,0,0,1
4093,1,44,-1249,83,0,0,1,0,1
14174,1,49,0,178,0,0,0,0,1
34152,1,34,1076,1121,0,0,1,0,1
43070,0,54,0,362,1,0,0,0,1
32374,1,41,359,210,0,0,0,1,1
28931,1,38,10,86,0,0,0,1,0
34322,2,31,271,269,0,0,0,0,1
26651,2,30,186,235,0,0,0,1,1
17121,1,31,19,243,0,0,0,1,0
38304,1,29,-114,132,0,0,0,1,0
5816,1,45,2316,97,0,0,0,0,1
31147,1,52,2993,96,0,0,0,0,1
3005,1,30,128,273,0,0,0,1,0
37340,2,40,2226,7,0,0,0,0,1
7685,1,59,4414,161,0,0,1,0,1
41770,1,60,182,83,0,0,0,0,1
27768,1,57,1316,221,0,0,0,0,1
40108,2,31,1527,140,0,0,0,0,1
1605,0,32,281,231,0,0,0,1,1
18319,0,42,580,216,0,0,0,1,1
3121,1,38,360,220,0,0,0,1,1
13088,2,28,144,136,0,0,0,1,1
37497,1,39,1738,633,1,0,1,0,1
15556,1,32,-360,176,0,0,0,1,0
27224,1,33,87,141,0,0,0,1,0
3968,1,49,267,198,0,0,0,0,1
33115,1,37,1529,201,0,0,0,1,1
21071,1,33,852,388,0,0,0,1,1
8215,2,40,358,350,0,0,0,0,1
33211,2,37,1127,249,0,0,0,0,1
23674,1,31,367,79,0,0,0,1,0
3356,1,60,5788,203,0,0,1,0,1
25378,2,35,4845,718,0,0,1,0,1
36323,1,54,11686,114,0,0,1,0,1
32168,2,29,268,667,1,0,0,0,1
32213,1,26,-277,1018,0,0,1,0,1
8529,0,47,17964,165,0,0,1,0,1
34062,1,33,557,367,1,0,0,1,0
15563,1,53,624,180,0,0,0,0,1
3713,1,53,76,283,0,0,0,0,1
