,Unnamed: 0,black,population,householdsize,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWSocSec,pctWRetire,medFamInc,perCapInc,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,GroundTruth,GroundTruth_DB,FairDEN,Scalable,FairSC_normalized,FairSC,FairDen,Fairlet_MCF Fairlet2
1377,1377,1,0.03,0.42,0.42,0.49,0.31,0.4,0.05,1.0,0.23,0.55,0.53,0.48,0.33,0.23,0.23,0.45,0.52,0.2,0.17,0.58,0.57,0.27,0.62,0.3,0.53,0.21,0.51,0.54,0.42,0.72,0.71,0.75,0.72,0.63,0.66,0.13,0.14,0.45,0.45,0.47,0.56,0.13,0.44,0.5,0.03,0.83,0.57,0.08,0.37,0.69,0.54,0.22,0.1,0.09,0.09,0.2,0.19,0.19,0.22,0.32,0.33,0.28,0.0,0.08,0.08,0.01,0.0,0,-1,0,1,0,0,0,0
1378,1378,0,0.3,0.48,0.51,0.56,0.39,0.36,0.31,1.0,0.19,0.55,0.3,0.48,0.36,0.21,0.24,0.31,0.43,0.43,0.58,0.44,0.19,0.61,0.35,0.44,0.57,0.58,0.64,0.64,0.59,0.28,0.26,0.38,0.26,0.75,0.71,0.41,0.35,0.48,0.52,0.45,0.49,0.28,0.5,0.5,0.4,0.61,0.48,0.79,0.5,0.54,0.45,0.33,0.09,0.08,0.1,0.12,0.21,0.24,0.24,0.63,0.49,0.54,0.05,0.32,0.15,0.1,0.41,0,-1,0,1,0,0,0,0
1379,1379,0,0.0,0.4,0.49,0.44,0.28,0.59,0.0,0.0,0.05,0.14,0.09,0.64,0.39,0.07,0.11,0.54,0.63,0.24,0.75,0.16,0.37,0.53,0.5,0.35,0.51,0.44,0.63,0.62,0.49,0.15,0.17,0.26,0.05,0.42,0.46,0.28,0.25,0.41,0.32,0.54,0.48,0.19,0.44,0.5,0.02,0.62,0.53,0.13,0.77,0.46,0.62,0.36,0.05,0.05,0.06,0.01,0.06,0.08,0.05,0.58,0.51,0.49,0.0,0.02,0.13,0.03,0.0,0,-1,0,1,0,0,0,0
1380,1380,0,0.01,0.45,0.55,0.55,0.47,0.57,0.0,0.0,0.08,0.35,0.34,0.66,0.62,0.1,0.13,0.62,0.63,0.22,0.55,0.17,0.26,0.58,0.49,0.32,0.47,0.55,0.61,0.59,0.45,0.18,0.21,0.08,0.21,0.33,0.35,0.26,0.23,0.36,0.31,0.45,0.33,0.13,0.49,0.5,0.02,0.68,0.37,0.05,0.5,0.46,0.59,0.49,0.08,0.08,0.08,0.06,0.14,0.16,0.19,0.75,0.57,0.81,0.03,0.01,0.26,0.01,0.0,0,-1,0,1,0,0,0,0
1381,1381,1,0.0,0.48,0.38,0.36,0.24,0.45,0.0,0.23,0.64,0.66,0.83,0.45,0.62,0.63,0.66,0.15,0.19,0.49,0.17,0.6,0.46,0.32,0.3,0.64,0.28,0.36,0.28,0.29,0.46,0.88,0.81,0.91,0.8,0.46,0.57,0.16,0.17,0.5,0.53,0.28,0.82,0.02,0.32,0.5,0.01,0.83,0.78,0.26,0.76,0.52,0.06,0.32,0.46,0.48,0.51,0.41,0.52,0.6,0.59,0.44,0.53,0.31,0.0,0.12,0.02,0.08,0.0,0,-1,0,0,0,0,0,0
1382,1382,1,0.0,0.41,0.44,0.44,0.27,0.48,0.0,0.0,0.19,0.42,0.6,0.49,0.5,0.22,0.2,0.45,0.45,0.22,0.4,0.4,0.43,0.39,0.48,0.37,0.58,0.3,0.53,0.57,0.49,0.64,0.67,0.72,0.61,0.52,0.59,0.31,0.27,0.43,0.48,0.36,0.58,0.22,0.52,0.5,0.02,0.73,0.55,0.17,0.48,0.5,0.4,0.18,0.09,0.08,0.09,0.15,0.18,0.2,0.14,0.48,0.13,0.19,0.0,0.02,0.1,0.01,0.0,0,-1,0,1,0,0,0,0
1383,1383,0,0.03,0.76,1.0,1.0,1.0,0.19,0.05,1.0,0.16,0.63,0.22,0.3,0.38,0.21,0.14,0.14,0.22,0.54,0.43,0.39,0.3,0.82,0.36,0.41,0.25,1.0,0.31,0.3,0.4,0.42,0.51,0.45,0.35,0.26,0.32,0.15,0.16,0.38,0.49,0.37,0.24,0.11,0.62,0.0,0.02,0.81,0.23,0.11,0.49,0.48,0.2,0.09,0.14,0.13,0.12,0.27,0.26,0.28,0.26,0.78,0.22,0.26,0.01,0.02,0.28,0.18,0.0,0,-1,1,1,0,0,1,0
1384,1384,0,0.01,0.72,0.54,0.54,0.41,0.15,0.02,1.0,0.7,0.86,0.29,0.16,0.34,0.63,0.49,0.11,0.17,0.51,0.09,0.77,0.5,0.33,0.2,0.61,0.3,0.47,0.33,0.32,0.69,0.8,0.77,0.8,0.64,0.58,0.54,0.37,0.41,0.8,0.81,0.68,0.72,0.38,0.26,0.5,0.0,0.93,0.7,0.0,0.17,0.67,0.05,0.07,0.86,0.84,0.78,0.87,0.74,0.85,0.76,0.56,0.56,0.15,0.0,0.0,0.71,0.04,0.0,0,-1,1,0,0,0,1,0
1385,1385,1,0.01,0.36,0.42,0.43,0.3,0.53,0.0,0.0,0.17,0.5,1.0,0.62,0.47,0.24,0.21,0.55,0.41,0.3,0.2,0.5,0.2,0.84,0.29,0.4,0.41,0.43,0.42,0.44,0.39,0.65,0.71,0.61,0.69,0.92,0.94,0.13,0.11,0.31,0.45,0.15,0.58,0.06,0.56,0.0,0.03,0.68,0.5,0.21,0.71,0.48,0.18,0.3,0.07,0.06,0.06,0.13,0.16,0.16,0.12,0.4,0.37,0.35,0.0,0.03,0.12,0.04,0.0,0,-1,0,1,0,0,0,0
1386,1386,1,0.0,0.54,0.41,0.57,0.35,0.29,0.02,1.0,0.55,0.73,0.3,0.3,0.47,0.49,0.49,0.17,0.22,0.47,0.23,0.64,0.37,0.43,0.25,0.59,0.56,0.51,0.68,0.65,0.5,0.58,0.66,0.81,0.69,0.45,0.52,0.28,0.26,0.54,0.54,0.56,0.27,0.27,0.58,0.0,0.01,0.87,0.29,0.23,0.13,0.58,0.05,0.21,0.79,0.81,0.81,0.87,0.8,0.9,0.79,0.49,0.39,0.18,0.01,0.01,0.24,0.01,0.0,0,-1,0,0,0,0,0,0
1387,1387,1,0.02,0.69,0.45,0.43,0.28,0.24,0.03,0.88,0.76,0.79,0.24,0.33,0.49,0.69,0.53,0.18,0.22,0.48,0.15,0.71,0.39,0.32,0.26,0.54,0.2,0.36,0.19,0.2,0.67,0.93,0.92,0.93,0.88,0.24,0.44,0.23,0.27,0.76,0.75,0.56,0.91,0.04,0.14,0.5,0.01,0.84,0.89,0.15,0.37,0.5,0.06,0.16,0.49,0.49,0.49,0.6,0.65,0.8,0.68,0.4,0.55,0.75,0.0,0.06,0.08,0.1,0.0,0,-1,0,0,0,0,0,0
1388,1388,0,0.07,0.28,0.4,0.52,0.41,0.62,0.08,1.0,0.15,0.34,0.15,0.65,0.66,0.23,0.24,0.34,0.45,0.31,0.54,0.3,0.44,0.62,0.38,0.43,0.6,0.64,0.57,0.61,0.37,0.39,0.46,0.41,0.51,0.36,0.4,0.19,0.15,0.26,0.36,0.25,0.33,0.06,0.59,0.0,0.11,0.67,0.3,0.31,0.54,0.0,0.43,0.48,0.15,0.13,0.14,0.22,0.24,0.24,0.21,0.66,0.35,0.44,0.05,0.03,0.43,0.35,0.45,0,-1,0,1,0,0,0,0
1389,1389,0,0.04,0.33,0.4,0.44,0.28,0.57,0.05,1.0,0.17,0.4,0.1,0.59,0.64,0.19,0.24,0.42,0.51,0.26,0.51,0.33,0.14,0.46,0.31,0.4,0.71,0.36,0.73,0.76,0.39,0.4,0.39,0.31,0.44,0.55,0.52,0.23,0.19,0.33,0.33,0.37,0.48,0.16,0.54,0.5,0.1,0.51,0.49,0.15,0.48,0.54,0.52,0.24,0.07,0.07,0.09,0.12,0.19,0.22,0.21,0.49,0.33,0.42,0.03,0.04,0.19,0.0,0.0,0,-1,0,1,0,0,0,0
1390,1390,1,0.07,0.41,0.32,0.49,0.31,0.44,0.09,1.0,0.49,0.63,0.17,0.51,0.59,0.51,0.45,0.1,0.19,0.34,0.33,0.64,0.25,0.42,0.27,0.46,0.36,0.53,0.38,0.38,0.52,0.71,0.76,0.79,0.66,0.51,0.6,0.27,0.23,0.44,0.55,0.22,0.67,0.06,0.53,0.5,0.06,0.81,0.59,0.19,0.35,0.35,0.04,0.05,0.42,0.39,0.35,0.55,0.63,0.69,0.61,0.42,0.42,0.47,0.0,0.05,0.27,0.4,0.0,0,-1,0,0,0,0,0,0
1391,1391,1,0.0,0.39,0.33,0.46,0.26,0.49,0.0,0.0,0.32,0.56,0.37,0.49,0.17,0.35,0.34,0.51,0.43,0.25,0.08,0.67,0.96,0.27,0.68,0.33,0.31,0.36,0.3,0.31,0.45,0.78,0.82,0.9,0.78,1.0,0.94,0.16,0.15,0.39,0.47,0.21,0.7,0.04,0.41,0.5,0.01,0.8,0.64,0.03,0.46,0.52,0.12,0.44,0.1,0.1,0.11,0.17,0.18,0.17,0.17,0.03,0.13,0.24,0.0,0.02,0.1,0.03,0.0,0,-1,0,1,0,0,0,0
1392,1392,0,0.08,0.23,0.51,0.62,0.55,0.7,0.1,1.0,0.12,0.26,0.12,0.7,0.6,0.15,0.23,0.3,0.45,0.25,0.51,0.26,0.15,0.42,0.23,0.35,0.73,0.75,0.69,0.73,0.26,0.12,0.1,0.24,0.0,0.59,0.54,0.22,0.14,0.18,0.2,0.22,0.33,0.19,0.8,0.0,0.25,0.39,0.34,0.11,0.27,0.58,0.66,0.11,0.11,0.11,0.12,0.25,0.28,0.31,0.28,0.73,0.63,0.42,0.05,0.09,0.16,0.19,0.66,1,-1,1,1,0,0,1,0
1393,1393,0,0.02,0.39,0.42,0.5,0.32,0.42,0.04,1.0,0.25,0.52,0.19,0.48,0.67,0.26,0.23,0.43,0.57,0.14,0.46,0.46,0.48,0.26,0.58,0.23,0.67,0.37,0.61,0.66,0.42,0.39,0.39,0.41,0.49,0.55,0.54,0.21,0.2,0.42,0.41,0.45,0.46,0.12,0.42,0.5,0.03,0.75,0.47,0.24,0.42,0.52,0.58,0.42,0.09,0.08,0.08,0.13,0.2,0.21,0.24,0.38,0.2,0.35,0.0,0.03,0.19,0.02,0.0,0,-1,0,1,0,0,0,0
1394,1394,1,0.01,0.3,0.37,0.42,0.26,0.54,0.0,0.0,0.18,0.36,0.07,0.58,0.64,0.22,0.22,0.29,0.39,0.14,0.55,0.38,0.63,0.28,0.71,0.26,0.54,0.27,0.55,0.57,0.37,0.63,0.66,0.69,0.59,0.51,0.48,0.11,0.1,0.32,0.36,0.29,0.61,0.04,0.54,0.5,0.02,0.8,0.59,0.19,0.39,0.25,0.32,0.3,0.08,0.07,0.08,0.14,0.15,0.14,0.14,0.4,0.34,0.32,0.0,0.02,0.19,0.02,0.0,0,-1,0,1,0,0,0,1
1395,1395,1,0.02,0.43,0.75,0.67,0.65,0.33,0.04,1.0,0.69,0.58,0.66,0.36,0.27,1.0,1.0,0.02,0.01,1.0,0.12,0.44,0.1,0.75,0.01,0.94,0.21,0.67,0.39,0.33,0.41,0.8,0.88,0.93,0.66,0.16,0.03,0.12,0.1,0.29,0.41,0.15,0.6,0.03,0.47,0.5,0.03,0.77,0.53,0.06,0.39,0.15,0.04,0.09,0.69,0.83,1.0,0.51,0.6,0.86,0.63,0.36,0.61,0.36,0.0,0.01,0.5,0.08,0.0,0,-1,1,0,0,0,1,0
1396,1396,0,0.02,0.45,0.33,0.46,0.29,0.49,0.03,1.0,0.47,0.59,0.23,0.54,0.54,0.48,0.41,0.25,0.38,0.31,0.49,0.55,0.45,0.33,0.49,0.36,0.45,0.54,0.47,0.48,0.6,0.58,0.51,0.75,0.6,0.66,0.63,0.44,0.38,0.5,0.64,0.28,0.62,0.22,0.51,0.5,0.01,0.88,0.54,0.08,0.38,0.23,0.15,0.36,0.36,0.34,0.31,0.43,0.46,0.51,0.44,0.37,0.7,1.0,0.0,0.01,0.64,0.53,0.0,0,-1,0,1,0,0,0,0
1397,1397,0,0.05,0.77,0.42,0.66,0.4,0.32,0.07,1.0,0.16,0.48,0.14,0.46,0.46,0.15,0.22,0.35,0.37,0.32,0.32,0.56,0.43,0.44,0.51,0.38,0.39,0.31,0.51,0.46,0.59,0.5,0.48,0.61,0.42,0.4,0.37,0.33,0.32,0.56,0.47,0.65,0.28,0.21,0.45,0.5,0.05,0.74,0.34,0.21,0.7,0.52,0.55,0.64,0.09,0.1,0.12,0.09,0.16,0.23,0.2,0.46,0.41,0.51,0.02,0.06,0.15,0.03,0.0,0,-1,0,1,0,0,0,0
1398,1398,0,0.02,0.47,0.44,0.44,0.28,0.52,0.0,0.0,0.24,0.42,0.47,0.63,0.32,0.26,0.24,0.43,0.54,0.2,0.57,0.36,0.46,0.34,0.57,0.32,0.45,0.23,0.46,0.48,0.52,0.7,0.67,0.76,0.79,0.37,0.34,0.32,0.31,0.5,0.45,0.58,0.59,0.21,0.51,0.5,0.06,0.51,0.62,0.08,0.5,0.52,0.69,0.3,0.07,0.08,0.09,0.21,0.23,0.25,0.25,0.38,0.39,0.46,0.0,0.05,0.09,0.02,0.0,0,-1,0,1,0,0,0,0
1399,1399,0,0.0,0.47,0.35,0.43,0.25,0.42,0.01,0.85,0.43,0.65,0.2,0.51,0.62,0.43,0.35,0.38,0.43,0.22,0.24,0.62,0.37,0.25,0.43,0.28,0.44,0.34,0.44,0.46,0.52,0.66,0.65,0.73,0.75,0.63,0.63,0.22,0.23,0.53,0.52,0.49,0.77,0.09,0.39,0.5,0.01,0.85,0.76,0.14,0.42,0.17,0.21,0.0,0.24,0.24,0.26,0.43,0.45,0.5,0.45,0.39,0.52,0.63,0.0,0.03,0.09,0.01,0.0,0,-1,0,0,0,0,0,0
1400,1400,1,0.01,0.68,0.41,0.4,0.27,0.24,0.02,0.58,0.8,0.82,0.15,0.27,0.35,0.73,0.56,0.13,0.16,0.59,0.23,0.72,0.53,0.38,0.2,0.64,0.15,0.35,0.17,0.17,0.67,0.95,0.94,0.98,0.92,0.31,0.44,0.27,0.31,0.74,0.73,0.49,0.94,0.02,0.14,0.5,0.01,0.91,0.93,0.18,0.44,0.58,0.04,0.24,0.63,0.61,0.6,0.66,0.84,1.0,0.97,0.65,0.65,0.39,0.0,0.07,0.05,0.07,0.0,0,-1,0,0,0,0,0,0
1401,1401,0,0.01,0.56,0.36,0.48,0.28,0.24,0.03,1.0,0.64,0.84,0.19,0.33,0.43,0.59,0.49,0.2,0.28,0.45,0.3,0.67,0.32,0.4,0.31,0.59,0.31,0.44,0.35,0.35,0.59,0.81,0.77,0.87,0.77,0.4,0.52,0.27,0.27,0.6,0.64,0.38,0.83,0.09,0.35,0.5,0.01,0.85,0.79,0.49,0.57,0.54,0.05,0.09,0.4,0.39,0.36,0.65,0.62,0.74,0.65,0.52,0.66,0.89,0.01,0.01,0.26,0.72,0.0,0,-1,0,0,0,0,0,0
1402,1402,1,0.03,1.0,0.67,0.78,0.58,0.1,0.04,1.0,0.23,0.8,0.19,0.14,0.22,0.17,0.06,1.0,1.0,0.0,0.85,0.47,1.0,0.0,1.0,0.01,0.22,0.76,0.38,0.31,1.0,0.55,0.53,0.61,0.67,0.28,0.09,1.0,1.0,1.0,1.0,1.0,0.09,1.0,1.0,0.0,0.01,0.92,0.12,0.5,0.27,0.35,0.53,1.0,0.4,0.39,0.37,0.47,0.45,0.51,0.41,0.6,1.0,0.15,0.0,0.0,1.0,0.48,0.0,0,-1,1,1,1,1,1,0
1403,1403,1,0.03,0.34,0.36,0.38,0.21,0.55,0.0,0.0,0.24,0.37,0.6,0.61,0.4,0.28,0.3,0.25,0.33,0.34,0.28,0.46,0.58,0.32,0.32,0.43,0.45,0.19,0.48,0.49,0.39,0.69,0.71,0.65,0.76,0.61,0.54,0.18,0.16,0.35,0.35,0.35,0.65,0.09,0.53,0.5,0.08,0.46,0.65,0.2,0.69,0.38,0.41,0.13,0.06,0.07,0.08,0.13,0.17,0.19,0.19,0.37,0.17,0.22,0.03,0.05,0.13,0.01,0.0,0,-1,0,1,0,0,0,0
1404,1404,0,0.01,0.55,0.53,0.54,0.38,0.44,0.0,0.0,0.21,0.47,0.6,0.52,0.34,0.25,0.19,0.41,0.51,0.25,0.47,0.44,0.51,0.38,0.57,0.31,0.46,0.36,0.48,0.49,0.58,0.59,0.53,0.59,0.54,0.55,0.62,0.41,0.39,0.54,0.49,0.62,0.47,0.31,0.53,0.5,0.03,0.61,0.51,0.27,0.48,0.5,0.67,0.08,0.1,0.11,0.12,0.21,0.26,0.27,0.28,0.5,0.42,0.6,0.0,0.09,0.05,0.01,0.0,0,-1,0,1,0,0,0,0
1405,1405,1,0.0,0.63,0.44,0.41,0.28,0.18,0.02,0.87,0.76,0.88,0.31,0.24,0.27,0.72,0.55,0.07,0.08,0.67,0.31,0.75,0.44,0.5,0.13,0.78,0.15,0.39,0.22,0.19,0.62,0.89,0.92,0.96,0.78,0.61,0.75,0.18,0.21,0.69,0.72,0.3,0.91,0.01,0.19,0.5,0.0,0.91,0.87,0.06,0.24,0.52,0.01,0.1,0.53,0.48,0.47,0.57,0.6,0.62,0.61,0.59,0.51,0.44,0.0,0.05,0.06,0.14,0.0,0,-1,0,0,0,0,0,0
1406,1406,1,0.02,0.47,0.37,0.48,0.3,0.41,0.0,0.0,0.44,0.64,0.18,0.44,0.46,0.46,0.37,0.36,0.4,0.37,0.42,0.58,0.63,0.39,0.46,0.43,0.36,0.44,0.37,0.38,0.51,0.69,0.72,0.78,0.72,0.5,0.59,0.19,0.19,0.5,0.6,0.35,0.6,0.06,0.48,0.5,0.02,0.83,0.54,0.1,0.29,0.48,0.09,0.08,0.43,0.41,0.37,0.36,0.45,0.55,0.45,0.41,0.56,0.69,0.01,0.04,0.14,0.05,0.0,0,1,0,1,0,0,0,0
1407,1407,1,0.01,0.78,0.84,0.79,0.69,0.25,0.0,0.0,0.19,0.65,1.0,0.39,0.47,0.22,0.13,0.1,0.17,0.43,0.35,0.5,0.17,0.52,0.34,0.35,0.23,0.51,0.22,0.23,0.81,0.81,0.83,0.84,0.75,0.33,0.43,0.85,0.84,0.77,0.81,0.66,0.58,0.27,0.39,0.5,0.01,0.74,0.56,0.08,0.34,0.69,0.35,0.0,0.14,0.13,0.12,0.16,0.18,0.19,0.18,0.59,0.39,0.32,0.0,0.03,0.1,0.01,0.0,0,-1,1,1,0,0,1,0
1408,1408,1,0.03,0.44,0.27,0.29,0.17,0.69,0.05,1.0,0.63,0.52,0.18,0.67,0.63,0.63,0.59,0.22,0.31,0.49,0.19,0.51,0.33,0.49,0.2,0.58,0.13,0.32,0.19,0.17,0.44,0.88,0.9,0.97,0.8,0.39,0.46,0.16,0.17,0.48,0.52,0.27,0.83,0.04,0.28,0.5,0.01,0.94,0.79,0.0,0.24,0.21,0.01,0.16,0.58,0.52,0.5,0.53,0.51,0.75,0.5,0.6,0.56,0.74,0.0,0.01,0.49,0.58,0.0,0,-1,0,0,0,0,0,0
1409,1409,0,0.04,0.57,0.4,0.4,0.3,0.47,0.06,1.0,0.74,0.68,0.06,0.5,0.41,0.74,0.64,0.15,0.2,0.67,0.26,0.62,0.29,0.74,0.2,0.71,0.24,0.43,0.32,0.3,0.58,0.81,0.79,0.89,0.76,0.5,0.64,0.37,0.37,0.58,0.64,0.26,0.83,0.1,0.29,0.5,0.02,0.93,0.77,0.07,0.55,0.1,0.03,0.24,0.58,0.55,0.54,0.56,0.54,0.64,0.54,0.55,0.58,0.88,0.0,0.02,0.52,0.88,0.0,0,-1,0,0,0,0,0,0
1410,1410,1,0.09,0.13,0.15,0.28,0.16,1.0,0.1,1.0,0.21,0.15,0.14,0.89,0.91,0.24,0.32,0.21,0.39,0.21,0.2,0.25,0.31,0.31,0.33,0.33,0.63,0.21,0.56,0.62,0.09,0.52,0.56,0.69,0.53,0.69,0.7,0.04,0.04,0.13,0.12,0.19,0.58,0.06,0.9,0.0,0.36,0.24,0.59,0.02,0.29,0.73,0.2,0.11,0.15,0.13,0.14,0.38,0.34,0.36,0.35,0.55,0.5,0.19,0.03,0.04,0.39,0.03,0.0,0,-1,1,1,0,0,1,0
1411,1411,1,0.01,0.31,0.21,0.37,0.17,0.68,0.02,1.0,0.35,0.42,0.11,0.67,0.68,0.39,0.35,0.19,0.25,0.3,0.25,0.52,0.37,0.47,0.33,0.36,0.43,0.37,0.4,0.43,0.33,0.67,0.74,0.91,0.58,0.87,0.93,0.12,0.11,0.31,0.38,0.15,0.74,0.05,0.54,0.5,0.01,0.94,0.69,0.0,0.22,0.29,0.01,0.05,0.18,0.15,0.13,0.43,0.42,0.48,0.39,0.61,0.47,0.24,0.0,0.01,0.43,0.35,0.0,0,-1,0,1,0,0,0,0
1412,1412,1,0.0,0.33,0.24,0.46,0.27,0.62,0.02,1.0,0.4,0.57,0.19,0.57,0.5,0.42,0.4,0.38,0.49,0.23,0.46,0.55,0.63,0.35,0.42,0.37,0.41,0.5,0.4,0.42,0.39,0.57,0.58,0.68,0.68,0.42,0.55,0.15,0.13,0.34,0.38,0.32,0.5,0.08,0.59,0.0,0.01,0.79,0.49,0.15,0.35,0.31,0.15,0.48,0.4,0.38,0.35,0.39,0.44,0.49,0.5,0.4,0.7,0.67,0.01,0.01,0.2,0.1,0.0,0,-1,0,1,0,0,0,0
1413,1413,1,0.02,1.0,0.56,0.66,0.45,0.21,0.04,1.0,0.34,0.67,0.24,0.38,0.37,0.27,0.13,1.0,1.0,0.06,0.65,0.49,0.84,0.09,1.0,0.06,0.35,0.64,0.42,0.4,1.0,0.62,0.54,0.67,0.73,0.37,0.2,1.0,1.0,1.0,1.0,1.0,0.37,1.0,0.78,0.0,0.01,0.92,0.44,0.14,0.23,0.33,0.34,0.74,0.4,0.39,0.36,0.47,0.48,0.58,0.47,0.59,0.85,0.24,0.0,0.0,0.79,0.3,0.0,0,-1,1,1,1,1,1,0
1414,1414,0,0.03,0.32,0.26,0.29,0.15,0.59,0.04,1.0,0.5,0.54,0.22,0.61,0.64,0.55,0.58,0.17,0.18,0.7,0.14,0.54,0.34,0.66,0.15,0.73,0.34,0.29,0.45,0.42,0.4,0.76,0.79,0.9,0.49,0.46,0.5,0.17,0.16,0.35,0.4,0.16,0.8,0.03,0.42,0.5,0.02,0.85,0.75,0.13,0.42,0.33,0.01,0.02,0.22,0.22,0.27,0.42,0.42,0.44,0.45,0.29,0.22,0.24,0.0,0.02,0.25,0.09,0.0,0,-1,0,0,0,0,0,0
1415,1415,1,0.01,0.33,0.36,0.49,0.29,0.54,0.02,1.0,0.3,0.49,0.21,0.6,0.69,0.3,0.33,0.25,0.39,0.15,0.24,0.5,0.41,0.39,0.49,0.25,0.56,0.3,0.61,0.61,0.36,0.6,0.62,0.81,0.68,0.62,0.52,0.13,0.12,0.34,0.43,0.24,0.57,0.06,0.6,0.0,0.01,0.83,0.52,0.03,0.22,0.44,0.15,0.17,0.11,0.09,0.08,0.3,0.31,0.31,0.3,0.24,0.16,0.24,0.0,0.01,0.27,0.07,0.0,0,-1,0,1,0,0,0,0
1416,1416,0,0.04,0.67,0.78,0.63,0.64,0.37,0.05,1.0,0.69,0.63,0.35,0.39,0.62,0.71,0.59,0.06,0.1,0.84,0.23,0.52,0.25,0.99,0.12,0.81,0.26,0.66,0.4,0.35,0.49,0.75,0.72,0.87,0.68,0.37,0.61,0.24,0.24,0.5,0.57,0.35,0.69,0.14,0.33,0.5,0.02,0.89,0.64,0.17,0.3,0.52,0.06,0.17,0.61,0.68,0.72,0.64,0.62,0.76,0.63,0.62,0.54,0.06,0.0,0.03,0.25,0.04,0.0,0,-1,1,0,0,0,1,0
1417,1417,1,0.0,0.42,0.36,0.47,0.26,0.5,0.0,0.0,0.31,0.61,0.37,0.52,0.41,0.32,0.28,0.58,0.43,0.21,0.18,0.61,0.74,0.29,0.73,0.28,0.34,0.3,0.31,0.33,0.49,0.77,0.82,0.73,0.73,0.98,0.82,0.22,0.21,0.43,0.49,0.28,0.68,0.07,0.49,0.5,0.01,0.79,0.64,0.13,0.35,0.44,0.1,0.22,0.13,0.11,0.11,0.18,0.2,0.21,0.23,0.23,0.35,0.22,0.0,0.02,0.13,0.02,0.0,0,-1,0,1,0,0,0,0
1418,1418,0,0.06,0.81,0.79,0.79,0.74,0.19,0.07,1.0,0.64,0.86,0.13,0.26,0.33,0.62,0.41,0.2,0.25,0.51,0.26,0.64,0.46,0.44,0.36,0.45,0.22,0.76,0.26,0.25,0.62,0.82,0.77,0.93,0.78,0.64,0.67,0.37,0.37,0.62,0.74,0.35,0.69,0.19,0.42,0.5,0.03,0.88,0.61,0.08,0.32,0.56,0.05,0.05,0.45,0.43,0.39,0.66,0.59,0.63,0.56,0.38,0.54,0.42,0.0,0.05,0.21,0.33,0.0,0,-1,0,0,0,0,0,0
1419,1419,1,0.01,0.52,0.4,0.35,0.19,0.21,0.03,1.0,0.56,0.77,0.3,0.23,0.35,0.53,0.52,0.06,0.11,0.59,0.1,0.73,0.28,0.46,0.17,0.69,0.38,0.21,0.45,0.43,0.5,0.8,0.84,0.83,0.74,0.54,0.64,0.16,0.18,0.57,0.58,0.46,0.78,0.06,0.23,0.5,0.01,0.94,0.76,0.29,0.21,0.73,0.13,0.11,0.21,0.23,0.27,0.4,0.37,0.45,0.39,0.37,0.49,0.58,0.0,0.02,0.21,0.13,0.0,0,-1,0,0,0,0,0,0
1420,1420,0,0.08,0.39,0.39,0.47,0.29,0.46,0.1,1.0,0.19,0.4,0.07,0.56,0.58,0.21,0.2,0.42,0.58,0.14,0.52,0.35,0.54,0.32,0.58,0.24,0.66,0.3,0.69,0.71,0.45,0.49,0.5,0.54,0.49,0.48,0.42,0.2,0.19,0.41,0.42,0.42,0.52,0.12,0.59,0.0,0.07,0.8,0.52,0.79,0.55,0.23,0.41,0.15,0.09,0.08,0.08,0.19,0.2,0.2,0.21,0.58,0.25,0.32,0.04,0.06,0.26,0.09,1.0,0,-1,0,1,0,0,0,0
1421,1421,0,0.05,0.45,0.49,0.58,0.44,0.49,0.07,1.0,0.26,0.39,0.19,0.61,0.55,0.29,0.24,0.46,0.54,0.2,0.61,0.38,0.63,0.41,0.58,0.32,0.47,0.55,0.47,0.49,0.48,0.45,0.48,0.46,0.48,0.34,0.4,0.27,0.23,0.42,0.48,0.41,0.36,0.16,0.6,0.0,0.07,0.69,0.36,0.53,0.47,0.0,0.29,0.4,0.31,0.29,0.27,0.28,0.38,0.42,0.41,0.55,0.52,0.56,0.01,0.08,0.12,0.09,0.0,0,-1,0,1,0,0,0,0
